release,product,type,species,study,name,title,cost,rarity,set_number,number,id,in_starter_decks
Set 2,All Eight pack,Character,Squirrel,Agriculture,Daisy,Bouquet Weaver,2,Rare,A1,457,mk_daisy_bouquet_weaver_2,
Set 2,All Eight pack,Character,Squirrel,Agriculture,Daisy,Night-Bloom Florist,3,Uncommon,A1,319,mk_daisy_night_bloom_florist_3,
Set 2,All Eight pack,Character,Squirrel,Commerce,Daisy,Festival Florist,4,Rare,A1,455,mk_daisy_festival_florist_4,
Set 2,All Eight pack,Character,Squirrel,Commerce,Tuppence,Cart Boy,1,Rare,A1,463,mk_tuppence_cart_boy_1,
Set 2,All Eight pack,Character,Squirrel,Commerce,Tuppence,Sold Before the Cart,4,Common,A1,60,mk_tuppence_sold_before_the_cart_4,
Set 2,All Eight pack,Event,,,Cheese Festival,,0,Rare,A1,525,mk_cheese_festival,
Set 2,All Eight pack,Event,,,Mandee's Forecast,,0,Common,A1,102,mk_mandees_forecast,Gavel & Greasepaint ×2
Set 2,All Eight pack,Event,,,Open Mic Night,,0,Common,A1,130,mk_open_mic_night,
Set 2,All Eight pack,Event,,,Slack Water,,0,Common,A1,116,mk_slack_water,
Set 2,All Eight pack,Event,,,The Late Desk,,0,Common,A1,125,mk_the_late_desk,
Set 2,All Eight pack,Town Building,,,The Builders' Rest,Town Building,3,Super Rare,A1,614,mk_tb_the_builders_rest,Furrow & Warren ×1
Set 2,All Eight pack,Town Building,,,The Cheese Store,Town Building,4,Super Rare,A1,613,mk_bld_cheese_store,Furrow & Warren ×1
Set 2,The Hard Frost,Capital City Building,,,The Car Dealership,Capital City Building,8,Common,A1,153,mk_bld_car_dealership,
Set 2,The Hard Frost,Capital City Building,,,The Physic Garden,Capital City Building,7,Common,A1,159,mk_bld_physic_garden,
Set 2,The Hard Frost,Capital City Building,,,Winter Stores,Capital City Building,7,Common,A1,154,mk_bld_winter_stores,
Set 2,The Hard Frost,Disruption,,,A Hard Winter,,0,Rare,A1,537,mk_dx_hard_winter,
Set 2,The Hard Frost,Disruption,,,A Lean Season,,0,Common,A1,222,mk_dx_lean_season,
Set 2,The Hard Frost,Disruption,,,The Great Frost,,0,Super Rare,A1,627,mk_dx_the_great_frost,
Set 2,The Hard Frost,Disruption,,,The Hiring Freeze,,0,Super Rare,A1,633,mk_dx_the_hiring_freeze,
Set 2,The Hard Frost,Disruption,,,The Reckoning,,0,Super Rare,A1,631,mk_dx_the_reckoning,
Set 2,The Hard Frost,Disruption,,,The Short Week,,0,Common,A1,227,mk_dx_the_short_week,
Set 2,The Hard Frost,Market card,,,Old Friends' Reunion,,4,Common,A1,184,mk_mkt_old_friends_reunion,
Set 2,The Hard Frost,Market card,,,Second Chances,,3,Common,A1,199,mk_mkt_second_chances,
Set 2,The Hard Frost,Market card,,,The Ironwood Palisade,,5,Common,A1,180,mk_mkt_ironwood_palisade,
Set 2,The Hard Frost,Market card,,,The Last Round,,2,Common,A1,166,mk_mkt_the_last_round,
Set 2,The Hard Frost,Market card,,,The Long Table,,3,Common,A1,168,mk_mkt_long_table,
Set 2,The Hard Frost,Market card,,,The Redundancy Notice,,3,Common,A1,198,mk_mkt_the_redundancy_notice,
Set 2,The Hard Frost,Market card,,,The Salvage Yard,,4,Common,A1,178,mk_mkt_scrap_yard,
Set 2,The Hard Frost,Market card,,,The Toll Gate,,3,Common,A1,202,mk_mkt_toll_gate,
Set 2,The Hard Frost,Ordinance,,,Monument Tax,Capital City Ordinance,0,Uncommon,A1,404,mk_ord_monument_tax,
Set 2,The Hard Frost,Ordinance,,,The Timber Levy,Capital City Ordinance,0,Common,A1,228,mk_ord_the_timber_levy,
Set 2,The Hard Frost,Ordinance,,,Works in the Square,Capital City Ordinance,0,Rare,A1,541,mk_ord_works_in_the_square,
Set 2,Market 2B (to be named),Capital City Building,,,Hiring Hall,Capital City Building,6,Common,A1,164,mk_bld_hiring_hall,
Set 2,Market 2B (to be named),Capital City Building,,,The Bank,Capital City Building,8,Common,A1,161,mk_bld_bank,
Set 2,Market 2B (to be named),Capital City Building,,,The Counting House,Capital City Building,8,Common,A1,157,mk_bld_counting_house,
Set 2,Market 2B (to be named),Disruption,,,The Assessor's Round,,0,Super Rare,A1,634,mk_dx_assessors_round,
Set 2,Market 2B (to be named),Disruption,,,The County Fair,,0,Super Rare,A1,629,mk_dx_county_fair,
Set 2,Market 2B (to be named),Disruption,,,The Yards Go Quiet,,0,Rare,A1,540,mk_dx_the_yards_go_quiet,
Set 2,Market 2B (to be named),Market card,,,Bin Round,,3,Common,A1,173,mk_mkt_bin_round,
Set 2,Market 2B (to be named),Market card,,,Ledger Audit,,4,Common,A1,189,mk_mkt_ledger_audit,
Set 2,Market 2B (to be named),Market card,,,The Fitting,,2,Common,A1,206,mk_mkt_the_fitting,
Set 2,Market 2B (to be named),Market card,,,The Late Ferry,,2,Common,A1,185,mk_mkt_late_ferry,
Set 2,Market 2B (to be named),Market card,,,The Market Committee,,3,Common,A1,205,mk_mkt_market_committee,
Set 2,Market 2B (to be named),Market card,,,The Night Market,,3,Common,A1,197,mk_mkt_night_market,
Set 2,Market 2B (to be named),Market card,,,The Seed Bank's Open Day,,3,Common,A1,175,mk_mkt_seed_bank_open_day,
Set 2,Market 2B (to be named),Market card,,,Warren Muster,,3,Common,A1,194,mk_mkt_warren_muster,
Set 2,Market 2B (to be named),Market Character,Fox,Civics,Kevin,Hired Hand,3,Uncommon,A1,401,mk_kevin_hired_hand_3,
Set 2,Market 2B (to be named),Market Character,Otter,Commerce,Dylan,River Otter,4,Super Rare,A1,622,mk_dylan_river_otter_4,
Set 2,Market 2B (to be named),Market Character,Rabbit,Agriculture,Jake,Warren Runner,3,Rare,A1,533,mk_jake_warren_runner_3,
Set 2,Market 2B (to be named),Market Character,Raccoon,Commerce,Pockets,Salvage Raccoon,4,Rare,A1,536,mk_pockets_salvage_raccoon_4,
Set 3,Statues (market decks),Statue,,,Statue of Mercy,,5,Common,A1,213,mk_st_mercy,
Set 3,Statues (market decks),Statue,,,Statue of Wonder,,2,Common,A1,221,mk_st_wonder,
Set 3,Tokens,Token,Cat,,Cat Token,Token,0,Common,A1,248,mk_tok_cat,
Set 3,Tokens,Token,Hedgehog,,Hedgehog Token,Token,0,Common,A1,244,mk_tok_hedgehog,
Set 3,Cat pack,Character,Cat,Crafts,Comet,Bolt Sorter,0,Common,A1,67,mk_comet_bolt_sorter_0,
Set 3,Cat pack,Character,Cat,Crafts,Comet,Rocket Mechanic,1,Uncommon,A1,339,mk_comet_rocket_mechanic_1,
Set 3,Cat pack,Character,Cat,Food,Comet,Hatch Hand,2,Rare,A1,467,mk_comet_hatch_hand_2,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Science,Comet,Test Pilot,3,Rare,A1,473,mk_comet_test_pilot_3,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Science,Comet,Astronaut,5,Rare,A1,468,mk_comet_astronaut_5,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Commerce,Copper,Penny Counter,0,Rare,A1,471,mk_copper_penny_counter_0,
Set 3,Cat pack,Character,Cat,Commerce,Copper,Scale Polisher,1,Rare,A1,475,mk_copper_scale_polisher_1,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Civics,Copper,Weights Inspector,2,Uncommon,A1,333,mk_copper_weights_inspector_2,
Set 3,Cat pack,Character,Cat,Commerce,Copper,Arcade Merchant,3,Common,A1,68,mk_copper_arcade_merchant_3,
Set 3,Cat pack,Character,Cat,Commerce,Copper,Cellar Keeper,4,Common,A1,70,mk_copper_cellar_keeper_4,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Commerce,Copper,Market Steward,5,Uncommon,A1,335,mk_copper_market_steward_5,
Set 3,Cat pack,Character,Cat,Lore,Elvira,Tea-Leaf Reader,0,Rare,A1,464,mk_elvira_tea_leaf_reader_0,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Commerce,Elvira,Fairground Booth,2,Rare,A1,480,mk_elvira_fairground_booth_2,
Set 3,Cat pack,Character,Cat,Lore,Elvira,Fortune Teller,3,Rare,A1,482,mk_elvira_fortune_teller_3,
Set 3,Cat pack,Character,Cat,Commerce,Elvira,Reader of the Long Odds,4,Super Rare,A1,584,mk_elvira_reader_of_long_odds_4,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Crafts,Faustus,Bolt Boy,0,Uncommon,A1,334,mk_faustus_bolt_boy_0,
Set 3,Cat pack,Character,Cat,Science,Faustus,Pressure-Suit Tailor,1,Common,A1,64,mk_faustus_pressure_suit_tailor_1,
Set 3,Cat pack,Character,Cat,Crafts,Faustus,Costumier,2,Uncommon,A1,330,mk_faustus_costumier_2,Lens & Lathe ×2
Set 3,Cat pack,Character,Cat,Commerce,Faustus,Sailmaker,3,Common,A1,65,mk_faustus_sailmaker_3,
Set 3,Cat pack,Character,Cat,Entertainment,Faustus,Wardrobe Master,4,Rare,A1,469,mk_faustus_wardrobe_master_4,
Set 3,Cat pack,Character,Cat,Lore,Inkwell,Bookmark Keeper,1,Uncommon,A1,341,mk_inkwell_bookmark_keeper_1,
Set 3,Cat pack,Character,Cat,Lore,Inkwell,Storyteller,2,Rare,A1,470,mk_inkwell_storyteller_2,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Lore,Inkwell,Night Librarian,3,Super Rare,A1,582,mk_inkwell_night_librarian_3,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Science,Inkwell,Astronomer,4,Rare,A1,466,mk_inkwell_astronomer_4,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Lore,Inkwell,Keeper of Stories,5,Common,A1,63,mk_inkwell_keeper_of_stories_5,
Set 3,Cat pack,Character,Cat,Entertainment,Kitten,Kitten,0,Uncommon,A1,331,mk_kitten_kitten_0,
Set 3,Cat pack,Character,Cat,Food,Marmalade,Night Baker,0,Rare,A1,479,mk_marmalade_night_baker_0,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Food,Marmalade,Dough Kneader,1,Super Rare,A1,580,mk_marmalade_dough_kneader_1,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Commerce,Marmalade,Market Baker,2,Rare,A1,478,mk_marmalade_market_baker_2,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Food,Marmalade,Neighborhood Baker,3,Rare,A1,476,mk_marmalade_neighborhood_baker_3,
Set 3,Cat pack,Character,Cat,Food,Marmalade,Oven Keeper,4,Super Rare,A1,579,mk_marmalade_oven_keeper_4,
Set 3,Cat pack,Character,Cat,Food,Marmalade,Harvest Head Baker,5,Rare,A1,474,mk_marmalade_harvest_head_baker_5,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Commerce,Marmalade,Baker to the Guilds,5,Legendary,A1,649,mk_marmalade_guild_baker_5,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Civics,Sota,Touchline Assistant,0,Uncommon,A1,337,mk_sota_touchline_assistant_0,
Set 3,Cat pack,Character,Cat,Science,Sota,Lens Grinder,1,Uncommon,A1,332,mk_sota_lens_grinder_1,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Civics,Sota,Assistant Coach,2,Rare,A1,465,mk_sota_assistant_coach_2,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Science,Sota,Telescope Fitter,3,Common,A1,71,mk_sota_telescope_fitter_3,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Science,Sota,The Same Bench,4,Common,A1,62,mk_sota_the_same_bench_4,
Set 3,Cat pack,Character,Cat,Science,The Nameless Cat,Hand at the Glass,2,Common,A1,69,mk_nameless_cat_glass_hand_2,
Set 3,Cat pack,Character,Cat,Civics,Velvet,Counter Clerk,1,Super Rare,A1,583,mk_velvet_counter_clerk_1,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Lore,Velvet,Notary,2,Common,A1,61,mk_velvet_notary_2,
Set 3,Cat pack,Character,Cat,Civics,Velvet,Neighborhood Registrar,3,Uncommon,A1,338,mk_velvet_neighborhood_registrar_3,Lens & Lathe ×2
Set 3,Cat pack,Character,Cat,Science,Velvet,Surveyor of Works,4,Rare,A1,481,mk_velvet_surveyor_of_works_4,Lens & Lathe ×1
Set 3,Cat pack,Character,Cat,Civics,Velvet,Clerk of the Works,5,Super Rare,A1,581,mk_velvet_clerk_of_the_works_5,Hedge & Holiday ×1
Set 3,Cat pack,Event,,,Comet’s Countdown,,0,Common,A1,110,mk_comets_countdown,Lens & Lathe ×2
Set 3,Cat pack,Event,,,Copper's Stocktake,,0,Common,A1,117,mk_coppers_stocktake,
Set 3,Cat pack,Event,,,Inkwell's Late Shift,,0,Uncommon,A1,390,mk_inkwells_late_shift,Lens & Lathe ×2
Set 3,Cat pack,Event,,,Inkwell's Star Chart,,0,Common,A1,134,mk_inkwells_star_chart,Lens & Lathe ×1
Set 3,Cat pack,Event,,,One Small Step,,0,Super Rare,A1,607,mk_one_small_step,Lens & Lathe ×1
Set 3,Cat pack,Event,,,Passing Comets,,0,Common,A1,127,mk_passing_comets,Hedge & Holiday ×2; Lens & Lathe ×2
Set 3,Cat pack,Event,,,Velvet's Petition,,0,Uncommon,A1,385,mk_velvets_petition,Lens & Lathe ×2
Set 3,Cat pack,Town Building,,,Copper's Cellar,Town Building,3,Rare,A1,531,mk_tb_coppers_cellar,
Set 3,Cat pack,Town Building,,,The Ice Cream Shop,Town Building,3,Common,A1,136,mk_tb_ice_cream_shop,Lens & Lathe ×1
Set 3,Cat pack,Town Building,,,The Science Lab,Town Building,3,Legendary,A1,655,mk_tb_science_lab,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Fox,Entertainment,Roger,Fair Day Judge,0,Uncommon,A1,355,mk_roger_fair_day_judge_0,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Fox,Crafts,Roger,Locksmith,1,Common,A1,87,mk_roger_locksmith_1,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Fox,Commerce,Roger,Records Clerk,2,Common,A1,79,mk_roger_records_clerk_2,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Fox,Civics,Roger,Circuit Judge,3,Uncommon,A1,359,mk_roger_circuit_judge_3,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Fox,Commerce,Roger,Fair Broker,4,Common,A1,86,mk_roger_fair_broker_4,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Fox,Civics,Roger,Ombudsman,5,Uncommon,A1,368,mk_roger_ombudsman_5,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Crafts,Berry,Retired Tinker,0,Super Rare,A1,557,mk_berry_tinker_0,Hedge & Holiday ×1
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Science,Berry,Clockmaker,1,Uncommon,A1,281,mk_berry_clockmaker_1,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Civics,Berry,Committee Volunteer,2,Uncommon,A1,282,mk_berry_committee_2,Hedge & Holiday ×2
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Science,Berry,Consulting Engineer,3,Uncommon,A1,283,mk_berry_engineer_3,Hedge & Holiday ×2
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Crafts,Berry,Workshop Elder,4,Uncommon,A1,284,mk_berry_workshop_elder_4,Hedge & Holiday ×2
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Civics,Berry,Guild Warden,5,Legendary,A1,644,mk_berry_guild_warden_5,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Agriculture,Betty,Barn Sweeper,0,Rare,A1,431,mk_betty_barn_sweeper_0,Hedge & Holiday ×1
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Crafts,Betty,Whittler,1,Legendary,A1,645,mk_betty_whittler_1,Hedge & Holiday ×1
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Agriculture,Betty,Stump Blaster,2,Rare,A1,427,mk_betty_stump_blaster_2,Hedge & Holiday ×1
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Crafts,Betty,Firework Maker,3,Uncommon,A1,286,mk_betty_firework_maker_3,Hedge & Holiday ×2
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Science,Betty,Powder Chemist,4,Rare,A1,429,mk_betty_powder_chemist_4,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Agriculture,Betty,Land Clearer,5,Legendary,A1,643,mk_betty_land_clearer_5,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Civics,Biff,Cadet Constable,0,Common,A1,27,mk_biff_cadet_constable_0,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Civics,Biff,Beat Constable,2,Super Rare,A1,558,mk_biff_beat_constable_2,Hedge & Holiday ×1
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Civics,Biff,Chief Constable,4,Legendary,A1,641,mk_biff_chief_constable_4,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Civics,Bob,Off the Gate,1,Rare,A1,426,mk_bob_the_morning_they_share_1,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Commerce,Bob,Gate Tolls,2,Common,A1,28,mk_bob_gate_tolls_2,Hedge & Holiday ×1
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Entertainment,Cassadee,Stage Hand,0,Common,A1,25,mk_cassadee_stage_hand_0,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Entertainment,Cassadee,The Only One at the Back,1,Common,A1,23,mk_cassadee_the_only_one_at_the_back_1,Hedge & Holiday ×2
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Entertainment,Cassadee,Hall Manager,3,Common,A1,24,mk_cassadee_hall_manager_3,Hedge & Holiday ×2
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Civics,Hoglet,Hoglet,0,Uncommon,A1,287,mk_hoglet_hoglet_0,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Agriculture,Quill,Orchard Hand,0,Super Rare,A1,556,mk_quill_orchard_hand_0,Hedge & Holiday ×1
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Agriculture,Quill,Orchard Keeper,2,Rare,A1,430,mk_quill_orchard_keeper_2,Hedge & Holiday ×1
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Food,Quill,Cider Maker,3,Legendary,A1,640,mk_quill_cider_maker_3,Hedge & Holiday ×1
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Lore,Quill,Orchard Scribe,4,Super Rare,A1,554,mk_quill_orchard_scribe_4,Hedge & Holiday ×1
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Agriculture,Quill,Harvest Steward,5,Legendary,A1,642,mk_quill_harvest_steward_5,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Entertainment,Tabitha,Festival Photographer,0,Common,A1,26,mk_tabitha_festival_photographer_0,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Science,Tabitha,Lens Apprentice,1,Uncommon,A1,285,mk_tabitha_lens_apprentice_1,Hedge & Holiday ×2
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Entertainment,Tabitha,Videographer,2,Super Rare,A1,559,mk_tabitha_videographer_2,Hedge & Holiday ×1
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Science,Tabitha,Optics Scientist,4,Super Rare,A1,555,mk_tabitha_optics_scientist_4,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Entertainment,Tabitha,Camerawoman,5,Rare,A1,428,mk_tabitha_camerawoman_5,Hedge & Holiday ×1
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Hedgehog,Commerce,The Muffled Hedgehog,Hand at the Stall,0,Uncommon,A1,288,mk_muffled_hedgehog_stall_hand_0,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Mouse,Crafts,Osh,Sharpener's Boy,0,Common,A1,16,mk_osh_sharpener_s_boy_0,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Mouse,Crafts,Osh,Round Sharpener,1,Uncommon,A1,270,mk_osh_round_sharpener_1,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Mouse,Crafts,Osh,Edge Grinder,2,Common,A1,19,mk_osh_edge_grinder_2,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Mouse,Entertainment,Osh,Fair Fiddler,3,Common,A1,10,mk_osh_fair_fiddler_3,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Mouse,Food,Teresa,Pepper Grower,0,Common,A1,7,mk_teresa_pepper_grower_0,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Mouse,Civics,Teresa,Touchline Coach,1,Uncommon,A1,271,mk_teresa_touchline_coach_1,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Mouse,Food,Teresa,Pepper Stall,2,Uncommon,A1,273,mk_teresa_pepper_stall_2,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Mouse,Civics,Teresa,Head Coach,3,Common,A1,12,mk_teresa_head_coach_3,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Mouse,Civics,Teresa,Coach of the Borough Eleven,5,Common,A1,15,mk_teresa_coach_of_the_borough_eleven_5,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Squirrel,Food,Cookie,Biscuit Maker,0,Common,A1,52,mk_cookie_biscuit_maker_0,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Squirrel,Food,Cookie,Rusk Baker,1,Common,A1,55,mk_cookie_rusk_baker_1,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Character,Squirrel,Food,Cookie,Winter Stores Cook,3,Common,A1,51,mk_cookie_winter_stores_cook_3,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Event,,,Biff's Beat,,0,Common,A1,122,mk_biffs_beat,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Event,,,Hedge Apothecary,,0,Uncommon,A1,392,mk_hedge_apothecary,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Event,,,The Cider Social,,0,Common,A1,113,mk_the_cider_social,Hedge & Holiday ×2
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Event,,,The Hat Goes Round,,1,Common,A1,133,mk_ev_the_hat_goes_round,Hedge & Holiday ×2
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Event,,,Tool Lending Day,,0,Common,A1,104,mk_tool_lending_day,Hedge & Holiday ×2
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Town Building,,,Berry's Bench,Town Building,4,Common,A1,150,mk_tb_berrys_bench,
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Town Building,,,The Clinic,Town Building,3,Super Rare,A1,616,mk_tb_clinic,Hedge & Holiday ×1
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Town Building,,,The Long Awning,Town Building,2,Common,A1,151,mk_tb_the_long_awning,Hedge & Holiday ×1
Set 3,"Squirrel, Mouse, Hedgehog & Fox pack",Town Building,,,The Quill Wall,Town Building,3,Legendary,A1,656,mk_tb_quill_wall,Lens & Lathe ×1
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Badger,Entertainment,Thistle,At the Back by the Door,0,Super Rare,A1,560,mk_thistle_at_the_back_0,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Badger,Lore,Thistle,Almanac Keeper,1,Uncommon,A1,298,mk_thistle_almanac_keeper_1,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Badger,Agriculture,Thistle,Field Hand,2,Uncommon,A1,303,mk_thistle_field_hand_2,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Badger,Agriculture,Thistle,Grange Warden,3,Uncommon,A1,297,mk_thistle_grange_warden_3,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Badger,Civics,Thistle,Field Surveyor,4,Common,A1,39,mk_thistle_field_surveyor_4,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Badger,Agriculture,Thistle,Grange Elder,5,Rare,A1,438,mk_thistle_grange_elder_5,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Otter,Science,Cynthia,Junior Lab Assistant,0,Uncommon,A1,312,mk_cynthia_junior_lab_assistant_0,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Otter,Science,Cynthia,Paint-Drying Researcher,1,Uncommon,A1,313,mk_cynthia_paint_drying_researcher_1,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Otter,Science,Cynthia,Combustion Theorist,3,Uncommon,A1,311,mk_cynthia_combustion_theorist_3,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Otter,Science,Cynthia,Head of the Absorption Wing,5,Super Rare,A1,572,mk_cynthia_head_of_the_absorption_wing_5,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Otter,Commerce,Pebble,Crossing Hand,0,Uncommon,A1,309,mk_pebble_crossing_hand_0,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Otter,Civics,Pebble,Bridge Courier,1,Uncommon,A1,314,mk_pebble_bridge_courier_1,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Otter,Commerce,Pebble,Ferry Master,3,Super Rare,A1,571,mk_pebble_ferry_master_3,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Otter,Agriculture,Pebble,Towpath Warden,4,Common,A1,48,mk_pebble_towpath_warden_4,Hedge & Holiday ×1
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Otter,Civics,Pebble,Harbour Warden,5,Super Rare,A1,566,mk_pebble_harbour_warden_5,Hedge & Holiday ×1
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Owl,Entertainment,Fred,Wandered Onto the Stage,0,Common,A1,72,mk_fred_wandered_onto_stage_0,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Owl,Crafts,Fred,Held the Ladder Wrong,2,Uncommon,A1,350,mk_fred_held_the_ladder_wrong_2,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Owl,Entertainment,Fred,Backstage Crew (Nobody Asked),3,Common,A1,73,mk_fred_backstage_crew_3,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Owl,Crafts,Fred,The Crew Doesn't Ask Anymore,5,Common,A1,78,mk_fred_crew_doesnt_ask_5,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Rabbit,Entertainment,Liza,Floor Singer,0,Common,A1,2,mk_liza_floor_singer_0,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Rabbit,Food,Liza,Counter Singer,1,Uncommon,A1,261,mk_liza_counter_singer_1,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Rabbit,Entertainment,Liza,Top of the Bill,3,Rare,A1,408,mk_liza_top_of_the_bill_3,
